Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Año_trimestre,Total y OTROS,Total_accesos,velocidad_media_conexion(Mbps)
2014,3,La Rioja,100,4785,9720,1337,610,0,0,0,2014-07-01,16552,16552,3
2014,3,Mendoza,350,0,167763,310,120,130,1,0,2014-07-01,168674,168674,3
2014,3,Misiones,6400,13637,53510,5928,1606,0,1,0,2014-07-01,81082,81082,3
2014,3,Neuquén,1522,3099,80090,1070,2865,100,27,0,2014-07-01,88773,88773,3
2014,3,Río Negro,364,5189,86868,870,1944,80,9,0,2014-07-01,95324,95324,3
2014,3,Salta,7320,17481,66026,8314,3880,0,0,0,2014-07-01,103021,103021,3
2014,3,San Juan,80,4870,51276,0,0,0,0,0,2014-07-01,56226,56226,3
2014,3,San Luis,80,0,13029,0,0,30,0,0,2014-07-01,13139,13139,3
2014,3,Santa Cruz,1950,1624,24248,10,10,0,0,0,2014-07-01,27842,27842,3
2014,3,Santa Fe,823,112593,357615,23962,12124,380,806,0,2014-07-01,508303,508303,3
2014,3,Santiago Del Estero,7910,9914,23826,2867,1420,0,0,0,2014-07-01,45937,45937,3
2014,3,Tierra Del Fuego,120,3360,32348,20,0,0,0,0,2014-07-01,35848,35848,3
2014,3,Tucumán,60,32716,84668,14101,5590,40,0,0,2014-07-01,137175,137175,3
2014,2,Buenos Aires,6902,162274,2288772,140226,56549,2840,4309,0,2014-04-01,2661872,2661872,3
2014,2,Capital Federal,8470,81431,1078213,87359,56004,590,6427,0,2014-04-01,1318494,1318494,4
2014,2,Catamarca,190,8844,13794,1915,1110,0,0,0,2014-04-01,25853,25853,3
2014,2,Chaco,4120,14854,41530,5418,1085,50,0,0,2014-04-01,67057,67057,3
2014,2,Chubut,2064,6582,61868,0,0,0,0,0,2014-04-01,70514,70514,3
2014,2,Córdoba,2105,101598,429536,28698,14824,760,627,0,2014-04-01,578148,578148,3
2014,2,Corrientes,200,15563,41219,5199,9560,0,0,0,2014-04-01,71741,71741,4
2014,2,Entre Ríos,2187,32781,86757,12564,1162,0,44,0,2014-04-01,135495,135495,3
2014,2,Formosa,2032,8218,13944,1321,850,0,0,0,2014-04-01,26365,26365,3
2014,2,Jujuy,1873,11233,18851,2305,820,0,0,0,2014-04-01,35082,35082,3
2014,2,La Pampa,7032,6761,34089,180,50,40,10,0,2014-04-01,48162,48162,2
2014,2,La Rioja,100,4785,9719,1337,610,0,0,0,2014-04-01,16551,16551,3
2014,2,Mendoza,350,60,166710,310,100,50,10,0,2014-04-01,167590,167590,3
2014,2,Misiones,5400,13644,53245,5924,1334,20,0,0,2014-04-01,79567,79567,3
2014,2,Neuquén,1531,3206,79087,920,2289,20,30,0,2014-04-01,87083,87083,3
2014,2,Río Negro,3468,5507,84978,780,1569,20,8,0,2014-04-01,96330,96330,3
2014,2,Salta,530,18818,64440,8293,3880,0,0,0,2014-04-01,95961,95961,3
2014,2,San Juan,100,5070,51129,0,0,0,0,0,2014-04-01,56299,56299,3
2014,2,San Luis,70,0,13045,0,0,10,2,0,2014-04-01,13127,13127,3
2014,2,Santa Cruz,1530,1637,25374,20,0,0,0,0,2014-04-01,28561,28561,3
2014,2,Santa Fe,8515,115197,353559,23939,10058,340,792,0,2014-04-01,512400,512400,3
2014,2,Santiago Del Estero,1231,9914,23842,2867,1420,0,0,0,2014-04-01,39274,39274,3
2014,2,Tierra Del Fuego,120,3340,31198,20,0,0,0,0,2014-04-01,34678,34678,3
2014,2,Tucumán,60,32714,84675,14101,5590,40,0,0,2014-04-01,137180,137180,3
2014,1,Buenos Aires,8469,171244,2279875,121787,38923,2060,4037,0,2014-01-01,2626395,2626395,3
2014,1,Capital Federal,8520,88826,1096050,70293,38798,550,6208,0,2014-01-01,1309245,1309245,4
2014,1,Catamarca,190,9147,13330,1672,640,0,0,0,2014-01-01,24979,24979,3
2014,1,Chaco,4380,15849,40869,4644,7410,50,0,0,2014-01-01,73202,73202,4
2014,1,Chubut,7452,100,61329,0,0,0,0,0,2014-01-01,68881,68881,3
2014,1,Córdoba,2076,107705,423114,24112,9818,400,588,0,2014-01-01,567813,567813,3
2014,1,Corrientes,200,16357,40742,4486,6300,0,0,0,2014-01-01,68085,68085,4
2014,1,Entre Ríos,2177,35206,85248,10828,7460,0,43,0,2014-01-01,140962,140962,3
2014,1,Formosa,2062,8475,13685,1133,670,0,0,0,2014-01-01,26025,26025,2
2014,1,Jujuy,1832,11498,18415,2002,560,0,0,0,2014-01-01,34307,34307,2
2014,1,La Pampa,7434,6535,32501,170,50,40,10,0,2014-01-01,46740,46740,2
2014,1,La Rioja,100,5111,9390,1165,350,0,0,0,2014-01-01,16116,16116,3
2014,1,Mendoza,350,60,166655,190,100,60,9,0,2014-01-01,167424,167424,3
2014,1,Misiones,5450,1446,52852,5139,9580,0,0,0,2014-01-01,74467,74467,5
2014,1,Neuquén,4133,9870,77148,840,1582,20,22,0,2014-01-01,93615,93615,3
2014,1,Río Negro,467,4618,84304,730,1062,10,8,0,2014-01-01,91199,91199,3
2014,1,Salta,530,19677,64061,7192,3140,0,0,0,2014-01-01,94600,94600,3
2014,1,San Juan,5310,20,51056,0,0,0,0,0,2014-01-01,56386,56386,3
2014,1,San Luis,70,30,12544,0,10,0,2,0,2014-01-01,12656,12656,3
2014,1,Santa Cruz,1610,1625,24972,10,10,0,0,0,2014-01-01,28227,28227,3
2014,1,Santa Fe,8456,124468,345225,20328,6845,230,668,0,2014-01-01,506220,506220,3
2014,1,Santiago Del Estero,1234,10531,22817,2422,1090,0,0,0,2014-01-01,38094,38094,3
2014,1,Tierra Del Fuego,120,6070,30902,60,0,0,0,0,2014-01-01,37152,37152,3
2014,1,Tucumán,60,34672,83210,11779,3620,30,0,0,2014-01-01,133371,133371,3
